humidity,weather,device_id,created_at,switch_id,updated_at,id,status,days,is_motion,light_intensity,time_minutes,temperature
61.95,7,1,4/12/2020 9:50,1,,45545,FALSE,7,TRUE,53.3333,585,32.9
61.9,7,1,4/12/2020 9:50,1,,45547,FALSE,7,TRUE,53.3333,586,32.9
61.9,7,1,4/12/2020 9:50,1,,45549,FALSE,7,FALSE,53.3333,587,32.9
61.9,7,1,4/12/2020 9:50,1,,45551,FALSE,7,TRUE,53.3333,588,32.9
61.8833,7,1,4/12/2020 9:51,1,,45553,FALSE,7,TRUE,53.3333,589,32.9083
61.8,7,1,4/12/2020 9:51,1,,45555,FALSE,7,FALSE,53.3333,590,32.9
62.0256,7,1,4/12/2020 9:53,1,,45557,FALSE,7,TRUE,53.3333,591,32.9154
61.8667,7,1,4/12/2020 9:53,1,,45559,FALSE,7,TRUE,53.3333,592,32.9333
61.9,7,1,4/12/2020 9:53,1,,45561,FALSE,7,TRUE,53.3333,593,33
61.7545,7,1,4/12/2020 9:54,1,,45563,FALSE,7,TRUE,53.3333,594,32.9364
61.7125,7,1,4/12/2020 9:54,1,,45565,FALSE,7,TRUE,53.3333,595,32.975
61.7,7,1,4/12/2020 9:55,1,,45567,FALSE,7,TRUE,53.3333,596,33
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,597,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,598,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,599,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,600,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,601,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,602,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,603,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,604,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,605,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,606,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,607,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,608,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,609,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,610,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,611,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,612,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,613,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,614,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,615,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,616,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,617,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,618,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,619,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,620,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,621,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,622,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,623,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,624,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,625,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,626,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,627,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,628,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,629,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,630,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,631,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,632,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,633,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,634,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,635,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,636,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,637,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,638,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,639,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,640,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,641,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,642,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,643,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,644,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,645,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,646,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,647,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,648,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,649,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,650,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,651,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,652,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,653,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,654,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,655,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,656,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,657,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,658,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,659,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,660,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,661,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,662,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,663,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,664,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,665,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,666,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,667,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,668,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,669,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,670,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,671,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,672,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,673,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,674,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,675,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,676,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,677,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,678,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,679,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,680,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,681,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,682,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,683,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,684,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,685,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,686,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,687,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,688,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,689,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,690,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,691,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,692,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,693,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,694,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,695,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,696,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,697,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,698,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,699,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,700,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,701,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,702,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,703,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,704,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,705,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,706,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,707,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,708,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,709,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,710,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,711,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,712,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,713,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,714,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,715,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,716,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,717,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,718,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,719,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,720,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,721,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,722,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,723,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,724,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,725,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,726,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,727,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,728,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,729,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,730,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,731,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,732,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,733,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,734,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,735,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,736,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,737,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,738,32.95
61.75,7,1,4/12/2020 9:55,1,,45569,FALSE,7,TRUE,53.3333,739,32.95
50.15,3,1,4/12/2020 12:20,1,,45571,TRUE,7,TRUE,53.3333,740,30.85
50.3333,3,1,4/12/2020 12:20,1,,45573,TRUE,7,FALSE,53.3333,740,30.9
50.29,3,1,4/12/2020 12:21,1,,45575,TRUE,7,TRUE,53.3333,741,30.9
50.0455,3,1,4/12/2020 12:22,1,,45577,TRUE,7,FALSE,53.3333,742,30.9
50,3,1,4/12/2020 12:22,1,,45579,TRUE,7,TRUE,53.3333,742,30.9
49.9,3,1,4/12/2020 12:22,1,,45581,TRUE,7,TRUE,53.3333,742,30.9
49.875,3,1,4/12/2020 12:22,1,,45583,TRUE,7,FALSE,53.3333,742,30.9
49.745,3,1,4/12/2020 12:23,1,,45585,TRUE,7,TRUE,53.3333,743,30.9
49.7,3,1,4/12/2020 12:23,1,,45587,TRUE,7,TRUE,53.3333,743,30.9
49.75,3,1,4/12/2020 12:24,1,,45589,TRUE,7,FALSE,53.3333,744,30.9
49.875,3,1,4/12/2020 12:24,1,,45591,TRUE,7,TRUE,53.3333,744,30.9
49.65,3,1,4/12/2020 12:24,1,,45593,TRUE,7,TRUE,53.3333,744,30.9
49.7333,3,1,4/12/2020 12:24,1,,45595,TRUE,7,TRUE,53.3333,744,30.9
49.9,3,1,4/12/2020 12:24,1,,45597,TRUE,7,TRUE,53.3333,744,30.9
49.95,3,1,4/12/2020 12:24,1,,45599,TRUE,7,TRUE,53.3333,744,30.8
50.35,3,1,4/12/2020 12:24,1,,45601,TRUE,7,TRUE,53.3333,744,30.9
50.7,3,1,4/12/2020 12:25,1,,45603,TRUE,7,TRUE,53.3333,745,30.85
48.7124,3,1,4/12/2020 12:40,1,,45605,FALSE,7,TRUE,35.5326,760,30.7138
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,761,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,762,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,763,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,764,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,765,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,766,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,767,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,768,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,769,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,770,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,771,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,772,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,773,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,774,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,775,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,776,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,777,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,778,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,779,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,780,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,781,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,782,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,783,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,784,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,785,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,786,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,787,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,788,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,789,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,790,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,791,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,792,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,793,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,794,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,795,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,796,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,797,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,798,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,799,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,800,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,801,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,802,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,803,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,804,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,805,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,806,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,807,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,808,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,809,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,810,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,811,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,812,30.4
47.775,3,1,4/12/2020 12:40,1,,45607,FALSE,7,TRUE,30.8333,813,30.4
45.6333,3,1,4/12/2020 13:34,1,,45609,FALSE,7,TRUE,28.3333,814,29.7
45.6,3,1,4/12/2020 13:35,1,,45611,FALSE,7,FALSE,28.3333,815,29.7
45.68,3,1,4/12/2020 13:35,1,,45613,FALSE,7,FALSE,28.6667,816,29.74
45.6091,3,1,4/12/2020 13:35,1,,45615,FALSE,7,TRUE,28.4091,817,29.7818
45.5333,3,1,4/12/2020 13:35,1,,45617,FALSE,7,FALSE,28.3333,818,29.7667
45.4111,3,1,4/12/2020 13:36,1,,45619,FALSE,7,TRUE,28.3333,819,29.8
45.5375,3,1,4/12/2020 13:38,1,,45621,FALSE,7,FALSE,28.3333,820,29.8016
45.5667,3,1,4/12/2020 13:38,1,,45623,FALSE,7,FALSE,28.3333,821,29.8
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,822,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,823,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,824,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,825,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,826,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,827,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,828,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,829,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,830,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,831,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,832,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,833,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,834,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,835,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,836,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,837,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,838,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,839,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,840,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,841,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,842,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,843,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,844,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,845,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,846,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,847,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,848,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,849,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,850,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,851,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,852,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,853,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,854,29.7976
45.4881,3,1,4/12/2020 13:40,1,,45625,FALSE,7,FALSE,28.3333,855,29.7976
